"response_id","q1_1","q1_1_1_code","q1_1_2_code","q1_2","q1_2_1_code","q1_2_2_code","q1_3","q1_3_1_code","q1_3_2_code","q1_4","q1_4_1_code","q1_4_2_code","q1_5","q1_5_1_code","q1_5_2_code"
"R_vxxDvaEytO7Mfy9","Subway","","","","","","","","","","","","","",""
"R_1FnxkUpc6HvYYO7","Red Robin","","","Chilis","","","Applebees","","","Bennigan's","","","Olive garden","",""
"R_2UWJZVmk9Pw7YCc","Applebee's","","","Panera Bread","","9","","","","","","","","",""
"R_3JwujvzNIkg9QVD","Buffalo wild wings","","","Yayas","","","Logans","","","","","","","",""
"R_20OmeVCsSpFU8lM","applebees","","","captain dees","","","chuck a burger","","","steak n shake","","","mcdonalds","",""
"R_2CqcqLBw3YeA86r","chik fil a","1","","raising canes","","11","jimmy johns","5","","penn station","","","subway","",""
"R_3stc2DSPHbqzRlz","Panera","9","","","","","","","","","","","","",""
"R_1nO2mQ3BFjSYwFm","Red Robin","","","Wendys","","","","","","","","","","",""
"R_eyXy8lPVXmrcoGl","chilis","","","applebys","","","cracker barrel","","","","","","","",""
"R_323bsdQo4pOQsQd","Applebee's","","","99","","","","","","","","","","",""
"R_Rb4p9C9RafVIcc9","Culvers","","","","","","","","","","","","","",""
"R_3PYtpDP0ncTFY5W","None","","","","","","","","","","","","","",""
"R_2YhQnftMsw5M7Aj","arbys","","","","","","","","","","","","","",""
"R_3lQR2shCtSCGgOC","None","","","","","","","","","","","","","",""
"R_RaYj1h8xnBPZ99T","denny's","","","","","","","","","","","","","",""
"R_1IRRvePvqczHl5n","chick fil a","","1","chipotle","2","","","","","","","","","",""
"R_1giFq34t3VTXflF","mcdonalds","","","subway","","","arbys","","","","","","","",""
"R_1fcHq4AVdQLhOGY","Chick fil a","","1","Qdoba","10","","Panera bread","","9","","","","","",""
"R_1QiM5zJ9R5q7KTt","Culvers","","","Dickies","","","","","","","","","","",""
"R_tEDJ0gtcqyOtEm5","mcdonalds","","","burger kind","","","five guys","","","panera","9","","chipotle","2",""
"R_ym85oy1t6m79IKR","panera","9","","","","","","","","","","","","",""
"R_33wHq54GXe9XURf","qdoba","10","","red robin","","","chipotle","2","","subway","","","noodles","",""
"R_O392u5jXr1vqn7z","None","","","","","","","","","","","","","",""
"R_1LvbhYBScG5dDkM","panera","9","","","","","","","","","","","","",""
"R_7PBWTXpsNp0K2Mp","California tortilla","","","","","","","","","","","","","",""
"R_3IVMBGKgBUqKfJB","Qdobe","10","","Chick fil a","","1","Raising canrs","11","","","","","","",""
"R_Dc1SkzYlSHG3wjL","None","","","","","","","","","","","","","",""
"R_2f6A55OSuPbY55P","Burger King","","","","","","","","","","","","","",""
"R_1LYvpZ6dHBbUKgA","Panera","9","","","","","","","","","","","","",""
"R_Y9UsZKNjdPXFSwh","Texas Roadhouse","","","Friday's","","","99","","","Friendly's","","","Chili's","",""
"R_2uU7Mxj3afEm79y","applebees","","","red robin","","","outback","","","","","","","",""
"R_e2snKYnW59a6F0Z","Applebees","","","Olive Garden","","","","","","","","","","",""
"R_3pgzxRCavZwqYr6","Panera","9","","Red robin","","","","","","","","","","",""
"R_8pkm4Ofv69y1l0B","Domino","","","Mcdonald","","","Chipole","2","","Chickfle","","1","","",""
"R_3O2eP7WpMiHJ1Jb","Culver's","","","Fuddruckers","","","","","","","","","","",""
"R_ypFlHTn4pR9VpzH","Qdoba Mexican Eats","","10","Jack in the Box","","","McDonald's","","","Americano","","","KFC","",""
"R_1NeJ5preJgeQmva","Chipotle","2","","Qdoba","10","","McDonalds","","","Chick fil A","","1","Wendys","",""
"R_3ik7gV3bQDi3fKH","Smashburger","","","Chilpolte","","2","","","","","","","","",""
"R_2gFwCmM6k5qWybf","NONE","","","","","","","","","","","","","",""
"R_21bqZ6GGboqDPoJ","Chic fil a","1","","Chipolte","2","","","","","","","","","",""
"R_2qr4s1e6r3m2FsM","None","","","","","","","","","","","","","",""
"R_8l8aJomJzCdPLZT","starbucks","","","","","","","","","","","","","",""
"R_2tMq7YEw2FyeX2T","Burger King","","","Wendys","","","White castle","","","","","","","",""
"R_1qg0me0NdHedZBe","applebees","","","","","","","","","","","","","",""
"R_2wTPdAk0CBSJQ3r","Chick fil a","","1","","","","","","","","","","","",""
"R_3HwrhDOYbjEFtjO","Mcdonalds","","","Taco bell","","12","","","","","","","","",""
"R_3oMZkOYj8TqjlOz","Taco bell","","12","Mc donalds","","","Burger king","","","Wendys","","","Subway","",""
"R_2S7B1STbQk2IuJ4","Arbys","","","Taco time","","","","","","","","","","",""
"R_DH7dBVf8UDxLlmh","Panera","9","","Jimmy Johns","5","","Subway","","","","","","","",""
"R_Q0V4FGhoWIDMV6F","mcdonalds","","","taco bell","","12","wendy","","","","","","","",""
"R_2tbPOIsG6KIlCOa","Fazolis","","","Chipotle","2","","Subway","","","","","","","",""
"R_0w8qRj23PRN2COt","Hummus","","","Chipotle","2","","Zoe’s","","","QDoba","10","","","",""
"R_T5xtQ1Bb7cDYSdz","Five Guys","","","Panera Bread","","9","Chipotle","2","","","","","","",""
"R_vMrepjp6X85INgt","Library","","","","","","","","","","","","","",""
"R_3Jwkm4D0nz2JlIL","Fazoli’s","","","","","","","","","","","","","",""
"R_2ZKteI5lxyNCLji","Panera","9","","Chipotle","2","","","","","","","","","",""
"R_2By6Bm6PTuT23eR","Applebee's","","","Chipotle","2","","Chick Fil A","","1","Uno's","","","Chili's","",""
"R_yEJ1ayxcQ3KWXMR","Panera","9","","","","","","","","","","","","",""
"R_e3Qd7pnAuBwqMaR","None","","","","","","","","","","","","","",""
"R_1NkOGcvurknjOAn","panda express","","8","chipollti","2","","culavars","","","","","","","",""
"R_2wRXBkgc0S9UpID","Chiptole","2","","Noodles amd co","","7","Mod pizza","","","Five guys","","","","",""
"R_WdEpnfGs3l3npyV","None","","","","","","","","","","","","","",""
"R_3rOIWBNkHNFpQXJ","Penn Station","","","","","","","","","","","","","",""
"R_27rqPV5oKd3R1aF","Wendys","","","Subway","","","","","","","","","","",""
"R_277h3UtvR1INKAc","Mcdonalds","","","Burger king","","","Wendy's","","","","","","","",""
"R_1jSUaslE1YRh2a5","None","","","","","","","","","","","","","",""
"R_2QnXXV8ozkeUqCu","panera","9","","subway","","","","","","","","","","",""
"R_3n9vjZulEaHLju2","Roosters","","","Hooters","","","Ocharleys","","","Texas Roadhouse","","","Applebees","",""
"R_2riRl0X8Lt7mxAM","Qdoba","10","","","","","","","","","","","","",""
"R_1q3UVBT1guGUyLk","None","","","","","","","","","","","","","",""
"R_1f8BXw9KlvhLQAL","Denny's","","","","","","","","","","","","","",""
"R_1lrzn2YYuCcxd4r","None","","","","","","","","","","","","","",""
"R_2QMaBzy1lLFIQhc","Fazzoli's","","","Steak & Shake","","","Panera Bread","","9","Sbarro","","","","",""
"R_3iqBDz1julmbiny","Qdoba","10","","Panera bread","","9","","","","","","","","",""
"R_WpycJk9JXuJkzKh","Golden corral","","","Texas Roadhouse","","","Outback steakhouse.","","","","","","","",""
"R_3FQCFJVyJenNqTO","Chipotle","2","","","","","","","","","","","","",""
"R_dgUsbdLNQybK7QZ","Panera Bread","","9","","","","","","","","","","","",""
"R_2BgoPX55FkIdpbW","Five Guys","","","Panera","9","","","","","","","","","",""
"R_27mc4XTx2VA3oMz","panera","9","","chipotle","2","","corner bakery","","","","","","","",""
"R_rcALPAWKxw5yWBj","none","","","","","","","","","","","","","",""
"R_tECgV4Z6yfz9cYN","None","","","","","","","","","","","","","",""
"R_2zGxufRc5lwvx92","Chuch’s Chicken","","","Famous Receipe","","","","","","","","","","",""
"R_123iFF39WAtDomB","mcdonalds","","","kfc","","","burger king","","","subway","","","chick fil a","","1"
"R_1XsRXngPMVLT57j","Five guys","","","Chipotle","2","","Bobby’s burger palace","","","","","","","",""
"R_2qrwlTqnQ7B9x6U","MOD Pizza","","","Chipotle","2","","Qdoba","10","","","","","","",""
"R_22FzzZpDCqznjZX","Chipotle","2","","Honey grow","","","Roots kitchen","","","Sweetgreen","","","Shake shack","",""
"R_128TB2zTuLx4mM2","Subway","","","","","","","","","","","","","",""
"R_3iKXremZD2zGpcE","None","","","None","","","","","","","","","","",""
"R_vNzAl00DGMhJyWR","chipolte","2","","panda express","","8","","","","","","","","",""
"R_W1H2C2rSWz0RSWl","tumbleweed","","","chilis","","","cheddars","","","marks feed store","","","ocharleys","",""
"R_2Eu9cpBmIqypbye","Applebees","","","Subway","","","None","","","None","","","None","",""
"R_1kHtRoReWUPK6es","Panera bread","","9","McAlister’s deli","","","Subway","","","Goodcents","","","","",""
"R_2vZEVMYq3PLs90z","None","","","","","","","","","","","","","",""
"R_2ZTt56XAKrwNerQ","None","","","","","","","","","","","","","",""
"R_BXo31D16RXDu24h","Jimmy johns","5","","","","","","","","","","","","",""
"R_zYIVWbFv1lRpwlP","Chipotle","2","","5 Guys","","","McDonalds","","","Burger King","","","Captain D's","",""
"R_3EZqG0RJGty5WqP","runza","","","taco johns","","","taco bell","","12","arbys","","","wendys","",""
"R_3lsHcMppUpkwsxR","Panera","9","","Chick fi la","","1","Longhorn","","","Outback","","","","",""
"R_3nGFciE8shyPYIi","panera bread","","9","chipotle","2","","don juan","","","","","","","",""
"R_3CUioBlQvAuvg8c","Mcdonalds","","","Wendys","","","Taco bell","","12","Hardees","","","Burger king","",""
"R_2VpVaTeBES8Bu6m","Mcdonalds","","","Burger king","","","Wendys","","","Taco bell","","12","Chiptole","2",""
"R_UzmQoNJCFUjsdnr","Mcdonalds","","","","","","","","","","","","","",""
"R_UxzVNaqO1DoOD29","Burger king","","","Mc donalds","","","White castle","","","","","","","",""
"R_1EcZbXB6iGvBtgp","mcdonalds","","","popeyes","","","","","","","","","","",""
"R_RmkH9PfMWRWghln","Chick fil a","","1","Burger king","","","Subway","","","Bzffelo wings","","","Kfc","",""
"R_2aW72rjCfsRXQ9G","Taco Bell","","12","Chick-fil-A","","1","Wendys","","","Mac Donslds","","","Culvers","",""
"R_3RvAJJyxWnmZjEQ","Applebee’s","","","","","","","","","","","","","",""
"R_0OIJbkd8yu1707D","McDonalds","","","Burger King","","","Subway","","","Wendi's","","","Taco Time","",""
"R_1ltK3IznRBQYJVV","wendy's","","","dairy queen","","","subway","","","sonic","","","","",""
"R_32MbGQRoool6iHL","Panera Bread","","9","","","","","","","","","","","",""
"R_1Pbh4qrSp3apGPC","Chipotle","2","","Panda express","","8","Qdoba","10","","","","","","",""
"R_3rSOh9lCTPwNLCF","Panera","9","","QDOBA","10","","","","","","","","","",""
"R_3L6iZ37bTNUzI83","None","","","","","","","","","","","","","",""
"R_phoxwlwMZ39UZQR","Del taco","","","","","","","","","","","","","",""
"R_OoGcAkeWkjgbMqt","5 guys","","","","","","","","","","","","","",""
"R_26fD2cI3Qzmmwkj","none","","","","","","","","","","","","","",""
"R_1mPqzUbq1vnBA0Z","chic fil a","1","","denny’s","","","sharis","","","applebee’s","","","ram","",""
"R_3CDyDbeOWRrUWR8","5 guys","","","Russ","","","Olive Garden","","","McDonald’s","","","Burger King","",""
"R_NVdhOl7oSTrDj8t","Olive garden","","","Coney island","","","","","","","","","","",""
"R_3Oq4rN9reCulsDY","Wendys","","","McDonalds","","","Burger king","","","Arbys","","","Taco bell","","12"
"R_24MmEqUVZjAgQM6","Subway","","","Applebee's","","","","","","","","","","",""
"R_p6oNqRI0UMhmoff","Chipotle","2","","","","","","","","","","","","",""
"R_2Sugbra0kj3pitv","Mr. Gaddi's Pizza","","","Subway","","","","","","","","","","",""
"R_8tTY7tyfHgQnHVL","Village inn","","","Raisin cains","11","","I hop","","","","","","","",""
"R_R3UWc69Xo07zYnn","CHILIS","","","","","","","","","","","","","",""
"R_SIa0XZrpiTEnx05","Pizza hut","","","Firehouse subs","3","","Popeyes","","","Lees","","","Subway","",""
"R_1LnDgJ7blEep0Ut","None","","","","","","","","","","","","","",""
"R_u4DWcN6U2eQs9hf","mcdonalds","","","taco bell","","12","burger king","","","","","","","",""
"R_3lzRZmJRUN6kfJP","wendys","","","","","","","","","","","","","",""
"R_0xsKFVwDPRyvYjv","None","","","","","","","","","","","","","",""
"R_TvGUs8zUpqgBGAV","Applebee’s","","","","","","","","","","","","","",""
"R_4Gc7AuCmUbSLQl3","Red Robin","","","Applebees","","","","","","","","","","",""
"R_Wj4jBWQ6QEhi8Ap","Burger King","","","Wendy’s","","","Papa John","","","Pizza Hut","","","Starbucks","",""
"R_29s034K6cljC9DZ","applebees","","","panera","9","","chipola","2","","ihop","","","","",""
"R_plQ5nS1NLwJLUB3","Panera Bread","","9","","","","","","","","","","","",""
"R_Ac7PfyuclZftQJj","None","","","","","","","","","","","","","",""
"R_30eNdJYLU8KGpJj","Taco bell","","12","McDonald's","","","Kfc","","","Wendys","","","Subway","",""
"R_2TNpmew6L6DtPaF","Steak and shake","","","","","","","","","","","","","",""
"R_2qmk6dKxRGO1kOe","Panera","9","","Chipotle","2","","Taco Del Mar","","","Panda Express","","8","Wingstop","13",""
"R_qCHFSDYkAJFiK9H","roots","","","honey grow","","","","","","","","","","",""
"R_2Tt1z5PmcNW7acc","Ihop","","","","","","","","","","","","","",""
"R_21vv32mG2sjRviS","Culver's","","","Chipotle","2","","Qdoba","10","","Potbelly","","","Panera","9",""
"R_3FKcHHPYJwbq8jf","Mad greens","","","Chipotle","2","","Costa vida","","","","","","","",""
"R_agdV63IDBKds7Tj","Big boy","","","Olgas","","","Leos Coney island","","","","","","","",""
"R_AhNa03UBsxpYrAZ","Applebees","","","Panera","9","","","","","","","","","",""
"R_2dyJpsdskxCscqB","Burger King","","","KFC","","","Chic Fa La","1","","","","","","",""
"R_3fSIoyxsDgI9HFe","McDonald's","","","Burger King","","","Subway","","","Wendy's","","","Rally's","",""
"R_1o15O2woUXa1lHI","jimmy johns","5","","subway","","","McDonald","","","taco bell","","12","burger king","",""
"R_2EayvCrz9QEV4uo","chick fil a","","1","five guys","","","","","","","","","","",""
"R_3L5VMuvZ1rTw6qZ","None","","","","","","","","","","","","","",""
"R_2sXC5JQCxHHJtyp","mcdonalds","","","wendys","","","taco bell","","12","burger king","","","chick fil a","","1"
"R_24ucETyVWPlX6IO","unos","","","","","","","","","","","","","",""
"R_W99P9sxzagvuwAV","Wendesy","","","taco bell","","12","ihops","","","","","","","",""
"R_1IsytFtjFsGnGBi","Boston Market","","","","","","","","","","","","","",""
"R_2Wx4s484XwVQ6WB","chick fila","","1","kfc","","","bww","","","","","","","",""
"R_PNSXdBFWcqYVavf","kona grill","","","granit city","","","chipotle","2","","red robin","","","ihop","",""
"R_31XFdvVD2JaZr9d","McDonals","","","Burger King","","","Chipotle","2","","Chik f lai","1","","Popyees","",""
"R_1jP0ViHTshBjPU1","Wendys","","","Qdoba","10","","McDonald’s","","","Five guys","","","Runza","",""
"R_1d0p4WFPMpCvEAz","Panera","9","","Chipotle","2","","","","","","","","","",""
"R_Qok2LFL5nPaztaF","Panera","9","","Chiptle","2","","Subway","","","Qdoba","10","","Starbucks","",""
"R_PHcXXdy7Np8GcCZ","Boston Market","","","Popeyes","","","Red Robin","","","Subway","","","D’Angelos","",""
"R_sYaev0hXckB8eOd","None","","","","","","","","","","","","","",""
"R_1eUKhUWXUjSOij6","Five Guys","","","Panera","9","","Salad Works","","","Yocco’s","","","Shake Shack","",""
"R_5yvltRXpLa9o6eB","Chipotle","2","","Torchy's tacos","","","","","","","","","","",""
"R_sw04xpqMMlv0Nm9","Panera","9","","Chipotle","2","","Applebees","","","Fine guys","","","Shake shack","",""
"R_OPYjdeILIx3XtpT","Panera","9","","Noodles","","","Freshii","","","Panda Express","","8","","",""
"R_3R3mjIu3awD3qzi","Wendys","","","Mcdonalds","","","Taco bell","","12","Chipotle","2","","None","",""
"R_1OOZjVJq3PyOc36","Qdoba","10","","Peiwei","","","Chick fil a","","1","Chipotle","2","","","",""
"R_2Ybaco0NJWzrqF5","Boston Market","","","Long John Silver's","","","KFC","","","","","","","",""
"R_3PuXR88HvnKX3Fz","Pei Wei","","","B Good","","","","","","","","","","",""
"R_3Hz7BoM0Xo11lCJ","Quiznos","","","","","","","","","","","","","",""
"R_2DT9HLchaUbHOPb","Panera","9","","Qdoba","10","","","","","","","","","",""
"R_ANf1sxs5NcEPhRL","Mcdonalds","","","Wendys","","","Burger King","","","","","","","",""
"R_2EsL1vg6bAfmU9F","Panera","9","","Five Guys","","","","","","","","","","",""
"R_2ZK4UoJsqtn7wMb","Red robin","","","","","","","","","","","","","",""
"R_31KoiR6OdmfO2t3","Applebee's","","","Friendly's","","","","","","","","","","",""
"R_yvZyZuYs0vzFay5","Subway","","","Panda Express","","8","","","","","","","","",""
"R_RqLSKYIxFnRPi2l","None","","","","","","","","","","","","","",""
"R_2Sv5uJRAARVfhdM","Chipotle","2","","Zoup","","","Jimmy Johns","5","","Starbucks","","","Qdoba","10",""
"R_1GHBj0uz0d1OtTt","chick fill a","","1","burger king","","","mc donald's","","","wendy's","","","dairy queen","",""
"R_2Sc2o7KWRkNVv1u","Qdoba","10","","","","","","","","","","","","",""
"R_1puSPEAqObA32Aq","Arbys","","","Wendys","","","Eclipse Burgers","","","Dickies BBQ","","","Cold Stone Creamery","",""
"R_2z8tHBJ5DbF5N3i","Panera","9","","","","","","","","","","","","",""
"R_1PRSm9qgfjSsKjG","Panera","9","","Fuddruckers","","","","","","","","","","",""
"R_20OIYoYrTbCn6G4","Applebees","","","Chilis","","","IHOP","","","Buffalo Wild Wings","","","","",""
"R_2absuqTvKAHfpjX","Culvers","","","Panda Express","","8","","","","","","","","",""
"R_3MigLz4qRl8Wh62","Panera Bread","","9","In and Out Burger","","","","","","","","","","",""
"R_3EQHQosyRnhrW8K","Five guys","","","","","","","","","","","","","",""
"R_2V2zE81b0xiOZbN","Panera bread","","9","Chipotle","2","","Five guys","","","Zoes","","","","",""
"R_R9Ot80ERFxX0TKx","99","","","","","","","","","","","","","",""
"R_1rMsxLAPNxT1aJc","Applebees","","","Fridays","","","Olive garden","","","","","","","",""
"R_11dv9kyQCSXuc4w","Panera","9","","Noodles","","","Chili’s","","","","","","","",""
"R_cNM2rEJAJ8HRJeh","Chipotle","2","","","","","","","","","","","","",""
"R_11de8gs8pOqx5XR","Panera","9","","","","","","","","","","","","",""
"R_3j3zcQlSao0hQdQ","Bob Evans","","","Cracker Barrel","","","","","","","","","","",""
"R_9EvJUp6DijrZ3VL","None","","","","","","","","","","","","","",""
"R_2fqzWL5y0yK4eId","Chipotle","2","","Red baron","","","Fazzolis","","","Chili's","","","Applebees","",""
"R_V1FQCiFgtETRSmZ","Fazoli's","","","","","","","","","","","","","",""
"R_3OdiGLE0sCgc2t3","None","","","","","","","","","","","","","",""
"R_271Jlt7ZW1NxMXo","Chipotle","2","","Qdoba","10","","","","","","","","","",""
"R_3MPyuKTdEXmy6CJ","McDonald's","","","Burger King","","","Wendy's","","","Checkers","","","Chick fila","","1"
"R_3GD368FxeDrpERE","none","","","none","","","none","","","none","","","none","",""
"R_3QGygm6ztEaInHa","Moe’s","6","","Panera","9","","","","","","","","","",""
"R_2qsAmHO8KrJa7Yw","McDonald's","","","Wendys","","","Chipotle","2","","Arbys","","","Applebees","",""
"R_3OokOAV3R0jGml4","Jimmy Johns","5","","qDoba","10","","Chipotle","2","","Panera Bread","","9","Jersey Mike’s","4",""
"R_1IgGABEyNjQXchp","Mcdonalds","","","","","","","","","","","","","",""
"R_3McEsByvqmem4Mj","KFC","","","","","","","","","","","","","",""
"R_3qP8mLNH7IBYLI2","Shake shack","","","Chick-Gil-A","","1","","","","","","","","",""
"R_31WnIvU9WivLtzS","Wendys","","","Burger King","","","Mc Donalds","","","","","","","",""
"R_3fAW3c6rSKc6vj3","Five guys","","","Panera","9","","Chipotle","2","","Fudruckers","","","Dunkin’ Donuts","",""
"R_Ajsj6YlVVx5ez9T","Chik-Fil-A","1","","","","","","","","","","","","",""
"R_3IaYv9kyH0tq7ur","Applbess","","","","","","","","","","","","","",""
"R_BENgXIGkITLbkid","McDonald’s","","","Burger King","","","Olive Garden","","","","","","","",""
"R_30q3784b797yct9","Qdoba","10","","Salsarita’s","","","","","","","","","","",""
"R_1mjUTxTqGcFuR2X","Chipotle","2","","Chilis","","","","","","","","","","",""
"R_3gd1ljVaVsfbg7D","ihop","","","chilis","","","applebee","","","dennys","","","TGI","",""
"R_33are5WP0RCMDZ9","Applebees","","","","","","","","","","","","","",""
"R_0ohxch7n6NQqYG5","Steak and shake","","","Burger King","","","Taco Bell","","12","Hardee's","","","","",""
"R_2bQcFpkikqMQV4L","tgif","","","","","","","","","","","","","",""
"R_2EGf0F7zoLOnTyI","McAllisters","","","Panera","9","","Moe's","6","","Qdoba","10","","","",""
"R_UsxSVnMYu52T2O5","None","","","","","","","","","","","","","",""
"R_upLXc7vtBYXuO2J","McAllisters","","","Noodles","","","","","","","","","","",""
"R_1H8hBlW83SttnlH","None","","","","","","","","","","","","","",""
"R_10Nu2ukkCL6TrKW","Steer inn","","","","","","","","","","","","","",""
"R_2zZOmMRMQqBAQqL","McDonald's","","","Burger King","","","Wendys","","","Chick fil a","","1","Sonic's","",""
"R_1nTliEyvAGIPJIR","Subway","","","Olive Garden","","","Human Bean","","","Starbucks","","","","",""
"R_1P6p622aViwEOr8","Panera","9","","Chipotle","2","","Sweet Greens","","","","","","","",""
"R_1IF7uVNWSZ8U7SW","qdoba","10","","chiptole","2","","panera","9","","mcallisters","","","chick fil a","","1"
"R_t0dc2MG7r4ilwMp","sonic","","","","","","","","","","","","","",""
"R_2RQ6j96dqVfVjbZ","Panera bread","","9","","","","","","","","","","","",""
"R_1pDJxW2Fqn6pD5c","kentucky fried chicken","","","hardees","","","dairy queen","","","burger king","","","mcdonalds","",""
"R_1gUVnfKUPs0JgmW","Burger king","","","Culver's","","","McDonald's","","","Star bucks","","","","",""
"R_3h466MmX1HJEVvL","McDonald’s","","","Hardees","","","Waffle house","","","","","","","",""
"R_2Eabk49sR3jk9U7","Huddle House","","","Golden Corral","","","Bob Evans","","","Kentucky Fried Chicken","","","Dennys","",""
"R_1FCUiidUmKQdzHF","None","","","","","","","","","","","","","",""
"R_2TZW5DpBfCHDzdK","Calvers","","","","","","","","","","","","","",""
"R_21B9W69MWvnOtqs","Chicfila","1","","Fazolis","","","Culvers","","","Steak n shake","","","","",""
"R_24BIHwhm6jrhyUd","McDonald’s","","","","","","","","","","","","","",""
"R_2zcpLWLGVpn9yOl","panera","9","","chipotle","2","","kfc","","","panda express","","8","","",""
"R_1hLmKgG9Rp5TJhN","Zoe’s","","","Chipotle","2","","Panera","9","","","","","","",""
"R_3JIvrqIO3HwYgMS","Popeyes","","","Boston market","","","Dennys","","","","","","","",""
"R_3qQz8AoyXheI6Yw","popeyes","","","chick fil a","","1","arby's","","","mcdonalds","","","checkers","",""
"R_1FCXfdRM1ep0ZpW","Panera bread","","9","","","","","","","","","","","",""
"R_28UqEZyws3eyR7Z","None","","","","","","","","","","","","","",""
"R_T7WY54ypqi0aOpH","Taco bell","","12","Taco time","","","McDonald's","","","Wendy's","","","Burger king","",""
"R_3HGljVf4yuD4k7N","Burger King","","","Wendys","","","Popeyes","","","Macdonalds","","","Sudway","",""
"R_21p0M2CrSyaL6uo","5 guys","","","","","","","","","","","","","",""
"R_8ri35eXzyiU9wFb","Panera Bread","","9","McAllister's","","","","","","","","","","",""
"R_3IVSfNlk4b0Madn","None","","","None","","","None","","","None","","","None","",""
"R_1d6nnOHRBSIs7VT","olive garden","","","applebees","","","","","","","","","","",""
"R_3FLkNu6OBjmD2yg","Chix Fil A","1","","Wendy’s","","","McDonald’s","","","Burger King","","","Subway","",""
"R_2ByTxr7usTQr67Y","Bennys","","","Applebees","","","Red Robin","","","","","","","",""
"R_UQLN9Cwqhdh3Ayd","Panera","9","","","","","","","","","","","","",""
"R_3nJmlRme3z7HqOC","applebees","","","99","","","chili's","","","","","","","",""
"R_cYjSdqo3WUimsLL","Olive Garden","","","Red robin","","","Maggianos","","","Marcos pizza","","","Applebee’s","",""
"R_12saeH2kA1QWME8","Booeymonger","","","Freddys","","","","","","","","","","",""
"R_1QbYwoUiMO5BsHe","Jack n box","","","McDonald's","","","Wendys","","","Taco Bell","","12","","",""
"R_SSKaj6hVYvBYepr","none","","","","","","","","","","","","","",""
"R_3PLEiRWq9WP2jBb","freddy's","","","chik fil a","1","","mcdonalds","","","wendy's","","","burger king","",""
"R_eu06Xyvep6c3lVD","Fazolis","","","","","","","","","","","","","",""
"R_1OZZqCwD7icGlya","Panera Bread","","9","","","","","","","","","","","",""
"R_29v8tlB5zfytQ8t","Arby's","","","Applebee's","","","Chili's","","","","","","","",""
"R_3MfGWXLlxoH8GPq","subway","","","panera bread","","9","mcdonald's","","","burger king","","","chipotle","2",""
"R_3hfL6791FzuPyFl","Ponderosa","","","","","","","","","","","","","",""
"R_3Rmas0wXMuPfZsV","Panera","9","","Outback","","","TGIF","","","Olive Garden","","","Red Robin","",""
"R_eJM2UARsyu01Alj","Applebees","","","Chilis","","","Olive Garden","","","None","","","None","",""
"R_727LL2R1OjOCoDf","Panera Bread","","9","Pat's Pizza & Pasta","","","Salad Works","","","","","","","",""
"R_zVh0PGthUsYmGUF","Chipotle","2","","","","","","","","","","","","",""
"R_3p9lmHAv22ypwYQ","KFC","","","McDonald's","","","Taco Bell","","12","Burger King","","","Pizza Hut","",""
"R_1Fh8xfQcBTh1M6I","red robbion","","","outback","","","","","","","","","","",""
"R_1MXHe6dcdaqu0yl","Five Guys","","","Chipotle","2","","Panera","9","","Moe's Southwest Grill","","6","","",""
"R_2c1MlXiSxdLYLko","none","","","","","","","","","","","","","",""
"R_1pyDpJBpRb1nop5","Panera","9","","Fazolies","","","Rusty Taco","","","","","","","",""
"R_2uO0HKdR5X0ey3q","RedRobin","","","Dennys","","","ihop","","","panda express","","8","","",""
"R_2TSIwE9VjxV2tMs","Steak n Shake","","","","","","","","","","","","","",""
"R_NWkcAs3Ksbf7S9j","McDonalds","","","KFC","","","Wendy's","","","","","","","",""
"R_3hB062mmGi1fQhz","McDonald's","","","Wendy's","","","TacoBell","","12","BurgerKing","","","Good Burger","",""
"R_qxNzq8jJk0p4skV","Panera bread","","9","Moe’s","6","","Chipotle","2","","","","","","",""
"R_XTGC1G6KAsrwXT3","Chilli's","","","Olive garden","","","Dharani","","","Kumar's","","","Ihop","",""
"R_dbcVFJuXn2fAYvL","steak n shake","","","fuzzys","","","","","","","","","","",""
"R_2zLVijUtzhCF8nn","Panera Bread","","9","Qdobas","10","","Chipotle","2","","","","","","",""
"R_323dshNikoJGbVs","Panera","9","","Chipotle","2","","Chick-fil-a","","1","","","","","",""
"R_bwqDoMea6lOuO6B","Blazing Onion","","","Habit Burger","","","","","","","","","","",""
"R_12zZJXSHNueYfMt","Arby's","","","Sonic","","","Jersey Mikes","4","","Fire house subs","3","","","",""
"R_50SDX8tMafF0KTT","Olive Garden","","","Applebees","","","Unos","","","TGI Fridays","","","Chillies","",""
"R_1Q6DQhbPY9ceA03","none","","","","","","","","","","","","","",""
"R_3mgEOCfUsM471Kb","carabas","","","olive garden","","","long john silver","","","tgi fridays","","","","",""
"R_3oMeAueTMUo6L36","mcdonalds","","","burger king","","","wendys","","","taco bell","","12","popeyes","",""
"R_3rP0ml8J2iA9zAe","Waffle House","","","Chick-fil-a","","1","McDonald's","","","Five Guys","","","Five Guys","",""
"R_265RiPxT2F2SIBR","Subway","","","Panera","9","","Logan's","","","Texas Roadhouse","","","Zoup","",""
"R_QoB8DHqmpuVQ4ZH","Chick fil a","","1","McDonalds","","","Wendys","","","","","","","",""
"R_3feBJbOK8QhTQsS","Chipotle","2","","Qdoba","10","","California tortilla","","","","","","","",""
"R_2qCWqR4RFjDOQ1L","Panera","9","","Noodles & Co","","7","Five Guys","","","None","","","None","",""
