"response_id","q1_1","q1_1_1_code","q1_1_2_code","q1_2","q1_2_1_code","q1_2_2_code","q1_3","q1_3_1_code","q1_3_2_code","q1_4","q1_4_1_code","q1_4_2_code","q1_5","q1_5_1_code","q1_5_2_code"
"R_z2X3qAaSBoEjxAd","Panera Bread","","9","Checkers","","","Chipotla","2","","In & Out","","","Popeyes","",""
"R_22WxLzKtuX2y4BG","Fridays","","","","","","","","","","","","","",""
"R_2YYE1JylvUUjF2J","Honey Grow","","","Pret Manger","","","Chipotle","2","","Panera","9","","","",""
"R_3RvGrcd3KRZixkT","Malagra","","","puss and boost","","","applebees","","","red robin","","","Rbs","",""
"R_3MQgq6zrRLTtYDv","mcdonalds","","","","","","","","","","","","","",""
"R_1rxAyvHUkrCjdmy","Applebees","","","Unos","","","Tgi Friday","","","Ruby Tuesday","","","Olive garden","",""
"R_Pv7z0aKaimg0q9r","None","","","","","","","","","","","","","",""
"R_3ir0T55YmgK5Mzb","Pizza johns","","","","","","","","","","","","","",""
"R_dm7bNTvVVhz4D0B","Apple bees","","","Panda express","","8","","","","","","","","",""
"R_3rOrGGRttvUUrfX","Mcdonalds","","","Jimmy johns","5","","Popeyes","","","Taco bell","","12","Dairy Queen","",""
"R_1pAM7RHZRzpZX6C","Burger King","","","McDonald's","","","Arby's","","","","","","","",""
"R_2boEQk3iVQfQ2m5","Olive Garden","","","Texas Roadhouse","","","Red Robin","","","Long Horn Steak house","","","Friendly's","",""
"R_2TADAbNyZjVKCZD","Chipolte","2","","Longhorn","","","Texas Roadhouse","","","","","","","",""
"R_8045SYRe8kgbBUB","chipotle","2","","","","","","","","","","","","",""
"R_1gthwTlfdYZNGK0","Chipotle","2","","Panera","9","","Jimmy Jones","5","","McAlister Deli","","","","",""
"R_saHegW9F3YLZEVX","Outback","","","Longhorn","","","Applebee’s","","","Friday’s","","","Pizza Hut","",""
"R_xln1EWqOGskYibv","Panera","9","","Chipotle","2","","Moes southwest grill","","6","Boston Market","","","Showmars","",""
"R_2xLvQhZQEjJztnD","None","","","","","","","","","","","","","",""
"R_389IdrjUOxxhf5n","wendys","","","chick fila","","1","mcdonalds","","","taco bell","","12","","",""
"R_s6eRJ85hvCuNaed","Smash burger","","","Chipotle","2","","Qdoba","10","","A&w","","","Pizza Hut","",""
"R_3ilfFabf4P7pwLu","OLIVE GARDEN","","","RED LOBSTER","","","APPLEBEES","","","FRIDAYS","","","RED ROBIN","",""
"R_1FhXGhxIL3HZyZV","None","","","None","","","None","","","None","","","None","",""
"R_2Yb9XkvM6hhifWY","Bjs","","","Mcdonalds","","","Three margaritas","","","Olive garden","","","Dave and busters","",""
"R_3MbesSESaOSSW3S","Chipotle","2","","Panera pread","9","","Noodles","","","Qdoba","10","","Jhimmy johns","5",""
"R_XZ1BaBIbaciWytj","Fudruckers","","","","","","","","","","","","","",""
"R_2fJ9yPjHXX8xQpd","Bertucci's","","","","","","","","","","","","","",""
"R_cvGqxKZFRuHx4nD","Applebee's","","","Red lobster","","","Chili's","","","","","","","",""
"R_3nqRSTvbZ87LySW","Friday's","","","Rudy Tuesday","","","Chillie","","","","","","","",""
"R_3kLCzDZZmQXRpuI","Panera Bread","","9","Chipotle","2","","Saladworks","","","Moe's","6","","McDonald's","",""
"R_2Pnd6ClLIv89q7f","Qdoba","10","","Chipotle","2","","Five Guys","","","","","","","",""
"R_2QJoLU9SUBO3PJ8","Fuddruckers","","","Chipotle","2","","","","","","","","","",""
"R_24zAbnbH1kCubYd","Chipotle","2","","Jimmy johns","5","","Paradise bakery","","","Shake sack","","","Starbucks","",""
"R_1BW7HJHIYlHOznO","Panera Bread","","9","Chipotle","2","","Potbelly","","","Subway","","","","",""
"R_2xKkDLyZtQOBS4P","Olive Garden","","","Applebee’s","","","Culver’s","","","Chili’s","","","Texas Roadhouse","",""
"R_3IPLa2LdsTikTZL","Chipotle","2","","Qdoba","10","","Noodles & Company","","7","Panera Bread","","9","","",""
"R_3IcX60LwC7dva6L","playstation","","","xbox","","","playstation4","","","","","","","",""
"R_30uZlQNQ046Mywn","Taco bell","","12","Burger King","","","Chick-fil-A","","1","Wendys","","","Pizza hut","",""
"R_1mRb7Hmtu4MqhYq","big boy","","","culvers","","","","","","","","","","",""
"R_Q6NAOWTZhuXkkxj","tgi fridays","","","chipotle","2","","pizza uno","","","","","","","",""
"R_2e3fqjaUGo4zo9u","none","","","","","","","","","","","","","",""
"R_1OjG7N43hwYpVJJ","subway","","","","","","","","","","","","","",""
"R_3EMAZ4raDd7QwSP","Chipotle","2","","Chick-fil-A","","1","McDonald’s","","","","","","","",""
"R_WflC5nEooELGjzb","Culvers","","","Chipotle","2","","Qudoba","10","","","","","","",""
"R_3j2qrkRfMhYk8c6","None","","","","","","","","","","","","","",""
"R_1ffo2oqFVjFuiNS","Culver's","","","Five Guys","","","","","","","","","","",""
"R_Tv0pAJz8Uemg49j","Chipole","2","","Panda express","","8","","","","","","","","",""
"R_3HHX8ldvVib04Lt","Five Guys","","","Moe's","6","","Chipotle","2","","","","","","",""
"R_1Q42EiV2SRRZSeH","Chick fil a","","1","Mcdonalds","","","Wendys","","","Burger king","","","Subway","",""
"R_3EbQVZAGxhHtXor","Homegrown","","","Evergreen","","","Chipotle","2","","Starbucks","","","","",""
"R_2qyYA2wTuOP6Ptc","Chik fila","1","","Subway","","","Burger King","","","McDonalds","","","","",""
"R_1obtsiT5CzBNnVk","Chipotle","2","","","","","","","","","","","","",""
"R_WCFYtUgX1yl8Opb","mcdonalds","","","chik fila","1","","burger king","","","","","","","",""
"R_23UyMBQIIVkIltW","Panera","9","","KFC","","","Chick fil la","","1","Arby's","","","","",""
"R_3IQC3dcDr640v5I","Dickeys","","","Rudys","","","Smash burger","","","Five guys","","","Chipotle","2",""
"R_pi6cFAMefj9IheV","chick fil a","","1","culvers","","","steak and shake","","","subway","","","wendys","",""
"R_24JcKJz3eOZvTIM","Chipotle","2","","Panera bread","","9","","","","","","","","",""
"R_3oGQRi1rJV4laZl","McDonald's","","","Burger King","","","Sonic","","","","","","","",""
"R_vMOkgtBpSlFc9UJ","Wendys","","","Culvers","","","Arbys","","","Dairy Queen","","","","",""
"R_273S5MZgEp8iSSk","Five Guys","","","Panera","9","","Chipotle","2","","","","","","",""
"R_O1gn4t5Hw2uFKk9","Panera","9","","","","","","","","","","","","",""
"R_RxGExLAqGlkpaox","Wendys","","","McDonald","","","Sonic","","","Papa Johns","","","Pizza Hut","",""
"R_3foXd25Ll6mrwvk","Applebees","","","Chilis","","","Smokey bones","","","Buca di beppo","","","Moes","6",""
"R_1kFc3ZOUSbKHO3G","Panera bread","","9","Saladworks","","","Chipotle","2","","","","","","",""
"R_1GCFRZxRjPHDKqW","McDonalds","","","O’Charley’s","","","Hardee’s","","","Texas Roadhouse","","","Hooters","",""
"R_2t5u99cONFdXdWS","Dairy Queen","","","Taco Bell","","12","MacDonalds","","","KFC","","","","",""
"R_21hAm1LCoi7WEyw","None","","","","","","","","","","","","","",""
"R_9Tuu4Zu24i9aSn7","McDonalds","","","Taco Bell","","12","Sonic","","","Kentucky Fried Chicken","","","Cane's","",""
"R_1GBOYxnfD8hH0LY","Ledo pizza","","","","","","","","","","","","","",""
"R_1P1txUIS5aH2VyN","Panera","9","","Dairy Queen","","","Chipotle","2","","Moes","6","","Tacorita","",""
"R_3npVfiCVQMpwlaF","applebees","","","","","","","","","","","","","",""
"R_3p5QVaVbkJG81P8","Red lobster","","","Longhorn","","","Denny's","","","Cracker barrel","","","","",""
"R_2DNOXdR7LoiX3ZH","Mcdonalds","","","Taco bell","","12","Wendys","","","Burger King","","","Kfc","",""
"R_30jzM0dpQEvTRnt","panera","9","","chipotle","2","","","","","","","","","",""
"R_2Ehpx3HkJewhWTq","Panera","9","","Chipotle","2","","El Diablo","","","Moe's","6","","Domino's","",""
"R_1kF9h55ajA7WQ7b","Freddy's","","","Panera","9","","Qdoba","10","","Chipotle","2","","Panda express","","8"
"R_3JJVn0jg7532FYp","Texas Roadhouse","","","Olive Garden","","","Longhorn","","","Unos","","","","",""
"R_9Abdokm9ntlGL4t","Chipotle","2","","Sweetgreen","","","Panera","9","","Noodles & co.","","7","Shake shack","",""
"R_2saKRMu8fu9Loa5","Freddy's","","","Dennys","","","Subway","","","","","","","",""
"R_W2qoUEhq1rF05Vv","Subway","","","McDonald’s","","","Chipotle","2","","","","","","",""
"R_tWmm0wMDhXTOfF7","Chipotle","2","","Applebees","","","Panera","9","","Chiles","","","Olive garden","",""
"R_vUgX9GxpOVLRFHX","Chipotle","2","","Qdoba","10","","Don senor","","","","","","","",""
"R_cvhrDSEcVYGvJT3","chili's","","","mcdonalds","","","wendy's","","","arby's","","","burger king","",""
"R_24OuatuXttLcILD","Chic fil a","1","","Qoda","10","","Crazy bowls","","","Noodles and co","","7","Subway","",""
"R_p0jSx5vMjhLOo4p","Qdoba","10","","Chipotle","2","","Corner Bakery","","","Panera","9","","","",""
"R_3hEX1dumpIchIPg","Wendy's","","","Taco Time","","","Ivers","","","Burger","","","Panda Express","","8"
"R_bI11un721r3CvkZ","Jack in the box","","","McDonald's","","","Taco Bell","","12","Burger King","","","Wendy's","",""
"R_2wzqBpAERe20dDe","Larkburger","","","Noodles and Company","","7","Tokyo Joe's","","","Panera Bread","","9","Zoe's Mediterranean","",""
"R_2aX227Mm3tju8Pv","KFC","","","","","","","","","","","","","",""
"R_8q6sMVO2BGEFXdD","applebys","","","chili's","","","tgif","","","","","","","",""
"R_1ovDd3hXwMSp3bY","Chick fila","","1","Popeyes","","","Cava","","","Chipotle","2","","","",""
"R_2ZKy5pobC3n2vVX","non e","","","","","","","","","","","","","",""
"R_10IRa54a09bhHgi","Taco bell","","12","","","","","","","","","","","",""
"R_1PUClVwVTjcCnwP","chipotle","2","","panera","9","","five guys","","","","","","","",""
"R_vCeFM4dbbu8mEuZ","Chipotle","2","","","","","","","","","","","","",""
"R_3CWrkAmoeV6TmhE","Chic fil a","1","","Ponderosa","","","","","","","","","","",""
"R_24GaNI3TAQWC6OA","Panera","9","","Chipotle","2","","Qdoba","10","","Five guys","","","Mission bbq","",""
"R_bHq40GO8C3U9bVv","Chipotle","2","","Panera","9","","","","","","","","","",""
"R_1eWSdhRblJQhwHL","Chipolte","2","","Panera","9","","Moe’s","6","","","","","","",""
"R_3oLzD1sgqDeWtmm","Chipotle","2","","Chick-fil-A","","1","Qdoba","10","","Taste of Philly","","","Five Guys","",""
"R_3ExUEni55rtGPJ4","Five guys","","","Subway","","","Dunkin’ Donuts","","","D’angelos","","","","",""
"R_2rwEZFLtlGOqjrh","Mcdonalds","","","Taco bell","","12","Burger king","","","Panda express","","8","Mad greens","",""
"R_1qXszMRELz0906q","Wendy's","","","Sonic","","","Qdoba","10","","Taco Bell","","12","","",""
"R_10H7dsTSZ17l9O3","Panera","9","","Chic fil a","1","","Qdoba","10","","","","","","",""
"R_22RnFt24JxAJtuf","Subway","","","","","","","","","","","","","",""
"R_31ZcgXYXqENOctP","123 thai","","","Papa johns","","","","","","","","","","",""
"R_0B5wyWTIFQ7VxqV","Mudpenny","","","","","","","","","","","","","",""
"R_2YVs9FKm8IvggxK","Subway","","","Panda Express","","8","In N Out","","","Blaze Pizza","","","Sonic","",""
"R_A4gMvib46QuJmaR","Taco bell","","12","Mcdonalds","","","","","","","","","","",""
"R_10JH2gjbgdNNE6q","mcdonalds","","","sazon","","","wendys","","","DQ","","","showtime","",""
"R_3fpoUlLyMdmRloo","Pizza hut","","","","","","","","","","","","","",""
"R_1NChP0nAmkzjzIJ","Chick-fil-A","","1","","","","","","","","","","","",""
"R_d0uNeRVAZpjOt9f","fuzzy's taco shop","","","crazy bowls and wraps","","","","","","","","","","",""
"R_2czrF7cuRvRwSad","Applebee's","","","Five guys","","","Panera bread","","9","McDonald's","","","Wendy's","",""
"R_6ilvIn0XoU4QRXP","Ram horn","","","Ryans","","","Golden coral","","","Ponderosa","","","I Hop","",""
"R_4UX8MHBmiWLNMFr","Zaxbys","","","McDonald's","","","Popeyes","","","","","","","",""
"R_1QcubM4ghNBsG4b","Panera bread","","9","Friendlys","","","Cracker barrel","","","","","","","",""
"R_2dFOwNkRK5cu1cU","dunkin","","","wendys","","","what","","","have","","","you","",""
"R_26eH0ods63C0TXh","Qdoba","10","","Jimmy Johns","5","","Moe’s","6","","Five Guys","","","","",""
"R_3qPLybPlwIIiTCN","Burger king","","","Red Lobster","","","Olive Garden","","","","","","","",""
"R_2Pi10t1W9X1373O","mcdonlds","","","don & milles","","","taco bell","","12","Arbys","","","subway","",""
"R_8GQMPBTk5rzmdAB","Acapulco","","","Brazilian steke grill","","","Friday’s","","","Apple Been","","","Ice and fire","",""
"R_3EGC7mG1VGqW0Fm","Chipotle","2","","Moes","6","","Dangelo","","","","","","","",""
"R_3oSe1jhiQ1nKK6v","none","","","","","","","","","","","","","",""
"R_2y2iJjyyoh1Y38T","Chick fil a","","1","Qdoba","10","","Chipotle","2","","None","","","None","",""
"R_2QKhzKCFqPMKUGE","Kfc","","","Burger king","","","Culver’s","","","","","","","",""
"R_smJQSxANPFGmosV","Taco Bell","","12","","","","","","","","","","","",""
"R_2zIIlDkhMywCraW","chipotle","2","","chick fil a","","1","","","","","","","","",""
"R_2U9Duudn8iqNiNo","cheesecake factoruy","","","chilis","","","red robin","","","","","","","",""
"R_1jy5MQJFS821CPN","Chipotle","2","","Panera Bread","","9","Shake shack","","","","","","","",""
"R_2P1nlAxpaQmDvj1","Chipotle","2","","Panera","9","","Shake Shack","","","Starbucks","","","Potbelly Sandwich Shop","",""
"R_3QSixT5qtwGOKfd","taco bell","","12","burger king","","","wendys","","","mcdonalds","","","arbys","",""
"R_1djjvDQrjBjpodN","McDonalds","","","Burger King","","","Taco Bell","","12","White Castle","","","","",""
"R_paSJiXQi7h91iVP","None","","","Tacos","","","Chicken","","","Pizza","","","None","",""
"R_1GIXWiWt0Ylvo8n","None","","","","","","","","","","","","","",""
"R_25BMY8LIjcrivv6","Starbucks","","","Mc donalds","","","Kfc","","","","","","","",""
"R_2VBZZqcB2dfUDeU","subway","","","","","","","","","","","","","",""
"R_2DXN6w5l7bQEN96","Dominos","","","Pizza Hut","","","Little Ceasar's","","","Red Lobster's","","","Burger King","",""
"R_2Y9Ei9i7d0u9Nv0","frazolis","","","salad workd","","","noodles and co","","7","","","","","",""
"R_10x9Lsec9irk3TM","Chipotle","2","","","","","","","","","","","","",""
"R_20MV9tPQ8mzCWoq","chick fil a","","1","mcdonalds","","","blaze","","","wendy’s","","","taco bell","","12"
"R_12AafaKnFaN6gtp","Chipotle","2","","","","","","","","","","","","",""
"R_3NQjhgyYWExCbKV","panera","9","","chipotle","2","","","","","","","","","",""
"R_3iIpJP5RMNROdQC","Noodles & Company","","7","Chipotle","2","","Einsteins","","","","","","","",""
"R_3ijVtLISfGZWLRg","Wendy's","","","Subway","","","Panera","9","","","","","","",""
"R_30vmhqL24UGsS3Y","Mcdonalds","","","Five guys","","","Burger king","","","Burgermaster","","","Wendy","",""
"R_3JrvAGFyhTUmWNR","Mcdonalds","","","Jack in the box","","","Chick fil a","","1","Wendys","","","Sonic","",""
"R_1NmlNL3HdBtW7pi","mcdonalds","","","wendys","","","chiptole","2","","","","","","",""
"R_31EP9JVIVmhcZKs","none","","","","","","","","","","","","","",""
"R_31EL27WLSbH8gMG","Chipotle","2","","Panda Express","","8","","","","","","","","",""
"R_3LYHjvRaDP8tPSx","McDonalds","","","Wendys","","","Popeyes","","","Taco Bell","","12","Freddys","",""
"R_88j6wRVOn1pQarL","None","","","","","","","","","","","","","",""
"R_7UTxJXibryU7kZj","none","","","none","","","none","","","none","","","none","",""
"R_ZzbWWGPVeXfaDU5","Steak and shake","","","Ihop","","","Golden coral","","","Calicos","","","54th street","",""
"R_3kuEMAbpupspgh5","chipotle","2","","chick fil a","","1","qdoba","10","","taco bell","","12","mcdonalds","",""
"R_3KZSCFJysPFnYXm","chipolte","2","","apple bee","","","chili","","","mcdonolds","","","taco bell","","12"
"R_1OIHYwt8XrqWVq4","Subway","","","5 guys","","","Fuddruckers","","","","","","","",""
"R_1ghFXdkOS8yrbNn","Panera","9","","Noodles","","","Firehouse Subs","3","","","","","","",""
"R_SYIhQO4Ji8zTA5P","Chipotle","2","","Panera","9","","","","","","","","","",""
"R_zVCMhJh75w9VKtH","taco bell","","12","burger king","","","chick fa le","","1","mcdonalds","","","","",""
"R_bOVZhqLPokkNuGl","Panera","9","","","","","","","","","","","","",""
"R_116D8xnuVwOiB7t","McDonald's","","","Burger King","","","Taco Bell","","12","Taco John's","","","Pizza hut","",""
"R_20MxzRW9g46Intj","fridays","","","applebees","","","outback steakhouse","","","longhorne steakhouse","","","chillis","",""
"R_2zAchOXrIC9fFPj","Mcdonalds","","","","","","","","","","","","","",""
"R_2rxrsHNLM5MYjX8","Jimmy Johns","5","","","","","","","","","","","","",""
"R_1ieTrROtvjPycAW","Chick fil a","","1","Arbys","","","Burger King","","","","","","","",""
"R_2CBbZ2epkN4WCA2","Red Robin","","","Qdoba","10","","TGI Friday","","","Boston's","","","Ihop","",""
"R_1IlWhXaL3VsqFwO","Cook out","","","Blaze","","","","","","","","","","",""
"R_3M9XDB4UkWVBXcm","mcdonalds","","","wendy","","","tacobell","","12","burger king","","","chipotle","2",""
"R_245UHFMNIS6xvLR","Culvers","","","Fazolis","","","KFC","","","Panera Bread","","9","Quiznos","",""
"R_XujC1Gg9fAwEfMl","Pancheros","","","Panera Bread","","9","Chipotle","2","","Jersey mikes","4","","","",""
"R_3gRQmrX6SB6lvcm","Buffalo wild wings","","","Red lobster","","","Fazolis","","","Pizza king","","","Indi’s","",""
"R_1DZi4j1y1HS3Cz9","chipotle","2","","qudoba","10","","five guys","","","subway","","","starbucks","",""
"R_2qlLxjplYDCVE5R","Chipotle","2","","Red robin","","","","","","","","","","",""
"R_3lDNINMwCV5n5BF","Gino’s","","","Mari Luna’s","","","","","","","","","","",""
"R_3PTRj86vkGtLX0H","Taco bell","","12","","","","","","","","","","","",""
"R_30hObjx8sFsH1HG","Panara Bread","","9","Newks","","","Chipotle","2","","Cava","","","Mod Pizza","",""
"R_2wN6x99becbsEJz","Chipotle","2","","","","","","","","","","","","",""
"R_2fBDabf5YbOsJKR","Five Guys","","","Panera Bread","","9","Chipotle","2","","Qdoba","10","","Baja Fresh","",""
"R_1KxPFq13PtKgujx","Burger king","","","Taco bell","","12","Mcdonalds","","","Culvers","","","Sonic","",""
"R_21hoPcP8SoyPGIJ","Chipotle","2","","Five guys","","","Jimmy John's","5","","","","","","",""
"R_C1cqw5xMM5HFdHb","Panera","9","","Firehouse Subs","3","","","","","","","","","",""
"R_1lmyMWBnlk03F10","Wendy’s","","","McDonalds","","","Burger King","","","White Castle","","","Taco Bell","","12"
"R_1fjFd8ztu7Mq3kV","panera bread","","9","","","","","","","","","","","",""
"R_2s7T5oYf1jAuhIz","Panera bread","","9","Chick fila","","1","","","","","","","","",""
"R_AFmn9l9c3pvmZHP","Chick Fil A","","1","Culver’s","","","Mod Pizza","","","Chipotle","2","","","",""
"R_00VEMQqjrk3ngsN","Chipotle","2","","Panera","9","","","","","","","","","",""
"R_x6pGORgMUXEI5vr","Olive garden","","","TGIF","","","Applebees","","","","","","","",""
"R_shE7fVfqmIoOI7v","Great Harvest","","","Panera","9","","Sweetgreen","","","","","","","",""
"R_2dLVoFD7lhGuZjb","Panera Bread","","9","Ivars","","","Sizzler","","","","","","","",""
"R_3G7DPzAOzYFkzTc","None","","","","","","","","","","","","","",""
"R_2VlrTc3tzdiMpDc","None","","","","","","","","","","","","","",""
"R_QlZ5PvIEHQqyulj","Chick- fil-a","","1","None","","","None","","","None","","","None","",""
"R_262yzu3liSXf0aC","Taco Bell","","12","McDonald","","","subway","","","jimmy johns","5","","steak and shake","",""
"R_1DGuWlGdpyLB1d3","Qdoba","10","","Golden corral","","","","","","","","","","",""
"R_2e9D75JKNjJxCvD","none","","","","","","","","","","","","","",""
"R_3QWVIvMja2nNVwx","McDonald’s","","","Burger King","","","Taco Bell","","12","Wendys","","","White Castle","",""
"R_3PRat11fzUZZH6B","kfc","","","applebee","","","chipotle","2","","","","","","",""
"R_3iOPHsI4RVuzRwP","Out Back Steak House","","","Olive garden","","","Applebee's","","","Spaghetti factory","","","Cheese factory","",""
"R_2TB1FFLq431q3S1","burger king","","","taco bell","","12","big boy","","","applebees","","","buffalo wild wings","",""
